bioguide,firstname,lastname,birthday,state,party,start_date,end_date
G000168,Napoleon,Giddings,1816-01-02,NE,Democrat,1853-12-05,1855-03-03,No
G000295,John,Goodrich,1804-09-27,MA,Whig,1851-12-01,1853-03-03,No
G000295,John,Goodrich,1804-09-27,MA,Whig,1853-12-05,1855-03-03,No
G000409,Frederick,Green,1816-02-18,OH,Democrat,1851-12-01,1853-03-03,No
G000409,Frederick,Green,1816-02-18,OH,Democrat,1853-12-05,1855-03-03,No
G000453,Benjamin,Grey,,KY,Whig,1851-12-01,1853-03-03,No
G000453,Benjamin,Grey,,KY,Whig,1853-12-05,1855-03-03,No
H000208,Andrew,Harlan,1815-03-29,IN,Democrat,1849-12-03,1851-03-03,No
H000208,Andrew,Harlan,1815-03-29,IN,Democrat,1853-12-05,1855-03-03,No
H000256,Wiley,Harris,1818-11-09,MS,Democrat,1853-12-05,1855-03-03,No
H000326,George,Hastings,1807-03-13,NY,Democrat,1853-12-05,1855-03-03,No
H000500,Bernhart,Henn,Not Found,IA,Democrat,1851-12-01,1853-03-03,No
H000500,Bernhart,Henn,Not Found,IA,Democrat,1853-12-05,1855-03-03,No
H000557,Harry,Hibbard,1816-06-01,NH,Democrat,1849-12-03,1851-03-03,No
H000557,Harry,Hibbard,1816-06-01,NH,Democrat,1851-12-01,1853-03-03,No
H000557,Harry,Hibbard,1816-06-01,NH,Democrat,1853-12-05,1855-03-03,No
H000572,Isaac,Hiester,1824-05-29,PA,Whig,1853-12-05,1855-03-03,No
H000589,Clement,Hill,1813-02-13,KY,Whig,1853-12-05,1855-03-03,No
H000625,Junius,Hillyer,1807-04-23,GA,Democrat,1851-12-01,1853-03-03,No
H000625,Junius,Hillyer,1807-04-23,GA,Democrat,1853-12-05,1855-03-03,No
H000827,Samuel,Houston,1793-03-02,TN,Democrat,1823-12-01,1825-03-03,No
H000827,Samuel,Houston,1793-03-02,TN,Jackson,1825-12-05,1827-03-03,No
H000827,Samuel,Houston,1793-03-02,TX,Democrat,1846-01-01,1853-03-03,No
H000827,Samuel,Houston,1793-03-02,TX,American,1853-12-05,1859-03-03,No
H000854,Thomas,Howe,1808-04-20,PA,Whig,1851-12-01,1853-03-03,No
H000854,Thomas,Howe,1808-04-20,PA,Whig,1853-12-05,1855-03-03,No
H000918,Charles,Hughes,1822-02-27,NY,Democrat,1853-12-05,1855-03-03,No
H000977,Theodore,Hunt,1805-10-23,LA,Whig,1853-12-05,1855-03-03,No
I000016,Colin,Ingersoll,1819-03-11,CT,Democrat,1851-12-01,1853-03-03,No
I000016,Colin,Ingersoll,1819-03-11,CT,Democrat,1853-12-05,1855-03-03,No
J000136,Harvey,Johnson,1808-09-07,OH,Democrat,1853-12-05,1855-03-03,No
J000215,Daniel,Jones,1800-08-17,NY,Democrat,1851-12-01,1853-03-03,No
J000215,Daniel,Jones,1800-08-17,NY,Democrat,1853-12-05,1855-03-03,No
J000221,George,Jones,1804-04-12,MI,Democrat,1835-12-07,1837-03-03,No
J000221,George,Jones,1804-04-12,WI,Democrat,1837-09-04,1839-03-03,No
J000221,George,Jones,1804-04-12,IA,Democrat,1848-01-01,1853-03-03,No
J000221,George,Jones,1804-04-12,IA,Democrat,1853-12-05,1859-03-03,No
J000250,Roland,Jones,1813-11-18,LA,Democrat,1853-12-05,1855-03-03,No
K000140,John,Kerr,1811-02-10,NC,Whig,1853-12-05,1855-03-03,No
K000256,George,Kittredge,1805-01-31,NH,Democrat,1853-12-05,1855-03-03,No
K000345,William,Kurtz,1804-01-31,PA,Democrat,1851-12-01,1853-03-03,No
K000345,William,Kurtz,1804-01-31,PA,Democrat,1853-12-05,1855-03-03,No
L000032,Alfred,Lamb,1824-03-18,MO,Democrat,1853-12-05,1855-03-03,No
L000044,Columbia,Lancaster,1803-08-26,WA,Democrat,1853-12-05,1855-03-03,No
L000275,Charles,Lewis,1821-02-26,VA,Democrat,1853-12-05,1855-03-03,No
L000310,Samuel,Lilly,1815-10-28,NJ,Democrat,1853-12-05,1855-03-03,No
L000330,William,Lindsley,1812-12-25,OH,Democrat,1853-12-05,1855-03-03,No
L000540,Caleb,Lyon,1822-12-07,NY,Independent,1853-12-05,1855-03-03,No
M000004,Moses,Macdonald,1815-04-08,ME,Democrat,1851-12-01,1853-03-03,No
M000004,Moses,Macdonald,1815-04-08,ME,Democrat,1853-12-05,1855-03-03,No
M000036,John,Macy,1799-03-25,WI,Democrat,1853-12-05,1855-03-03,No
M000261,James,Maurice,1814-11-07,NY,Democrat,1853-12-05,1855-03-03,No
M000278,Samuel,Mayall,1816-06-21,ME,Democrat,1853-12-05,1855-03-03,No
M000390,John,McCulloch,1806-11-15,PA,Whig,1853-12-05,1855-03-03,No
M000581,John,McNair,1800-06-08,PA,Democrat,1851-12-01,1853-03-03,No
M000581,John,McNair,1800-06-08,PA,Democrat,1853-12-05,1855-03-03,No
M000695,Ner,Middleswarth,1783-12-12,PA,Whig,1853-12-05,1855-03-03,No
M000994,George,Morrison,1809-10-16,NH,Democrat,1849-12-03,1851-03-03,No
M000994,George,Morrison,1809-10-16,NH,Democrat,1853-12-05,1855-03-03,No
M001064,Henry,Muhlenberg,1823-07-21,PA,Democrat,1853-12-05,1855-03-03,No
M001116,William,Murray,1803-10-01,NY,Democrat,1851-12-01,1853-03-03,No
M001116,William,Murray,1803-10-01,NY,Democrat,1853-12-05,1855-03-03,No
N000117,David,Noble,1802-11-09,MI,Democrat,1853-12-05,1855-03-03,No
O000063,Edson,Olds,1802-06-03,OH,Democrat,1849-12-03,1851-03-03,No
O000063,Edson,Olds,1802-06-03,OH,Democrat,1851-12-01,1853-03-03,No
O000063,Edson,Olds,1802-06-03,OH,Democrat,1853-12-05,1855-03-03,No
P000071,Samuel,Parker,1805-09-09,IN,Whig,1851-12-01,1853-03-03,No
P000071,Samuel,Parker,1805-09-09,IN,Whig,1853-12-05,1855-03-03,No
P000177,Jared,Peck,1816-09-21,NY,Democrat,1853-12-05,1855-03-03,No
P000180,Rufus,Peckham,1809-12-20,NY,Democrat,1853-12-05,1855-03-03,No
P000227,Bishop,Perkins,1787-09-05,NY,Democrat,1853-12-05,1855-03-03,No
P000236,John,Perkins,1819-07-01,LA,Democrat,1853-12-05,1855-03-03,No
P000277,John,Pettit,1807-06-24,IN,Democrat,1843-12-04,1845-03-03,No
P000277,John,Pettit,1807-06-24,IN,Democrat,1845-12-01,1847-03-03,No
P000277,John,Pettit,1807-06-24,IN,Democrat,1847-12-06,1849-03-03,No
P000277,John,Pettit,1807-06-24,IN,Democrat,1853-12-05,1855-03-03,No
P000299,Samuel,Phelps,1793-05-13,VT,Whig,1839-12-02,1845-03-03,No
P000299,Samuel,Phelps,1793-05-13,VT,Whig,1845-12-01,1851-03-03,No
P000299,Samuel,Phelps,1793-05-13,VT,Whig,1853-12-05,1855-03-03,No
P000311,Philip,Phillips,1807-12-13,AL,Democrat,1853-12-05,1855-03-03,No
P000502,James,Pratt,1802-12-14,CT,Democrat,1853-12-05,1855-03-03,No
P000517,William,Preston,1816-10-16,KY,Whig,1851-12-01,1853-03-03,No
P000517,William,Preston,1816-10-16,KY,Whig,1853-12-05,1855-03-03,No
R000135,David,Reese,1794-03-03,GA,Whig,1853-12-05,1855-03-03,No
R000271,Thomas,Ritchey,1801-01-19,OH,Democrat,1847-12-06,1849-03-03,No
R000271,Thomas,Ritchey,1801-01-19,OH,Democrat,1853-12-05,1855-03-03,No
R000477,Peter,Rowe,1807-03-10,NY,Democrat,1853-12-05,1855-03-03,No
R000539,Samuel,Russell,1816-07-30,PA,Whig,1853-12-05,1855-03-03,No
S000204,Zeno,Scudder,1807-08-18,MA,Whig,1851-12-01,1853-03-03,No
S000204,Zeno,Scudder,1807-08-18,MA,Whig,1853-12-05,1855-03-03,No
S000270,Origen,Seymour,1804-02-09,CT,Democrat,1851-12-01,1853-03-03,No
S000270,Origen,Seymour,1804-02-09,CT,Democrat,1853-12-05,1855-03-03,No
S000291,Wilson,Shannon,1802-02-24,OH,Democrat,1853-12-05,1855-03-03,No
S000386,Jacob,Shower,1803-02-22,MD,Democrat,1853-12-05,1855-03-03,No
S000464,Charles,Skelton,1806-04-19,NJ,Democrat,1851-12-01,1853-03-03,No
S000464,Charles,Skelton,1806-04-19,NJ,Democrat,1853-12-05,1855-03-03,No
S000542,Gerrit,Smith,1797-03-06,NY,Free Soil,1853-12-05,1855-03-03,No
S000647,George,Smyth,1803-05-16,TX,Democrat,1853-12-05,1855-03-03,No
S000656,John,Snodgrass,1804-03-02,VA,Democrat,1853-12-05,1855-03-03,No
S000674,Augustus,Sollers,1814-05-01,MD,Whig,1841-05-31,1843-03-03,No
S000674,Augustus,Sollers,1814-05-01,MD,Whig,1853-12-05,1855-03-03,No
S000802,Frederick,Stanton,1814-12-22,TN,Democrat,1845-12-01,1847-03-03,No
S000802,Frederick,Stanton,1814-12-22,TN,Democrat,1847-12-06,1849-03-03,No
S000802,Frederick,Stanton,1814-12-22,TN,Democrat,1849-12-03,1851-03-03,No
S000802,Frederick,Stanton,1814-12-22,TN,Democrat,1851-12-01,1853-03-03,No
S000802,Frederick,Stanton,1814-12-22,TN,Democrat,1853-12-05,1855-03-03,No
S000806,Richard,Stanton,1812-09-09,KY,Democrat,1849-12-03,1851-03-03,No
S000806,Richard,Stanton,1812-09-09,KY,Democrat,1851-12-01,1853-03-03,No
S000806,Richard,Stanton,1812-09-09,KY,Democrat,1853-12-05,1855-03-03,No
S000879,Hestor,Stevens,1803-10-01,MI,Democrat,1853-12-05,1855-03-03,No
S000996,Nathan,Stratton,1813-03-17,NJ,Democrat,1851-12-01,1853-03-03,No
S000996,Nathan,Stratton,1813-03-17,NJ,Democrat,1853-12-05,1855-03-03,No
S000999,Christian,Straub,Not Found,PA,Democrat,1853-12-05,1855-03-03,No
S001031,Andrew,Stuart,1823-08-03,OH,Democrat,1853-12-05,1855-03-03,No
S001033,Charles,Stuart,1810-11-25,MI,Democrat,1847-12-06,1849-03-03,No
S001033,Charles,Stuart,1810-11-25,MI,Democrat,1851-12-01,1853-03-03,No
S001033,Charles,Stuart,1810-11-25,MI,Democrat,1853-12-05,1859-03-03,No
S001034,David,Stuart,1816-03-12,MI,Democrat,1853-12-05,1855-03-03,No
T000088,John,Taylor,1808-04-27,NY,Democrat,1853-12-05,1855-03-03,No
T000089,John,Taylor,1805-03-07,OH,Whig,1847-12-06,1849-03-03,No
T000089,John,Taylor,1805-03-07,OH,Whig,1849-12-03,1851-03-03,No
T000089,John,Taylor,1805-03-07,OH,Whig,1851-12-01,1853-03-03,No
T000089,John,Taylor,1805-03-07,OH,Whig,1853-12-05,1855-03-03,No
T000117,Isaac,Teller,1799-02-07,NY,Whig,1853-12-05,1855-03-03,No
T000208,John,Thompson,1810-12-14,KY,Whig,1839-12-02,1841-03-03,No
T000208,John,Thompson,1810-12-14,KY,Whig,1841-05-31,1843-03-03,Yes
T000208,John,Thompson,1810-12-14,KY,Whig,1847-12-06,1849-03-03,No
T000208,John,Thompson,1810-12-14,KY,Whig,1849-12-03,1851-03-03,No
T000208,John,Thompson,1810-12-14,KY,American,1853-12-05,1859-03-03,No
T000344,Andrew,Tracy,1797-12-15,VT,Whig,1853-12-05,1855-03-03,No
T000383,Michael,Trout,1810-09-30,PA,Democrat,1853-12-05,1855-03-03,No
T000440,William,Tweed,1823-04-03,NY,Democrat,1853-12-05,1855-03-03,No
U000021,Charles,Upham,1802-05-04,MA,Whig,1853-12-05,1855-03-03,No
V000057,Joshua,Van Sant,1803-12-31,MD,Democrat,1853-12-05,1855-03-03,No
W000031,Hiram,Walbridge,1821-02-02,NY,Democrat,1853-12-05,1855-03-03,No
W000070,William,Walker,1805-06-05,NY,Democrat,1853-12-05,1855-03-03,No
W000087,Samuel,Walley,1805-08-31,MA,Whig,1853-12-05,1855-03-03,No
W000102,Michael,Walsh,1810-05-04,NY,Democrat,1853-12-05,1855-03-03,No
W000297,Tappan,Wentworth,1802-02-24,MA,Whig,1853-12-05,1855-03-03,No
W000307,Theodoric,Westbrook,1821-11-20,NY,Democrat,1853-12-05,1855-03-03,No
W000511,Jared,Williams,1796-12-22,NH,Democrat,1837-09-04,1839-03-03,No
W000511,Jared,Williams,1796-12-22,NH,Democrat,1839-12-02,1841-03-03,No
W000511,Jared,Williams,1796-12-22,NH,Democrat,1853-12-05,1855-03-03,No
W000664,William,Witte,1817-10-04,PA,Democrat,1853-12-05,1855-03-03,No
B000760,Lawrence,Brainerd,1794-03-16,VT,Free Soil,1854-01-01,1855-03-03,No
G000204,Francis,Gillette,1807-12-14,CT,Free Soil,1854-01-01,1855-03-03,No
R000144,David,Reid,1813-04-19,NC,Democrat,1843-12-04,1845-03-03,No
R000144,David,Reid,1813-04-19,NC,Democrat,1845-12-01,1847-03-03,No
R000144,David,Reid,1813-04-19,NC,Democrat,1854-01-01,1859-03-03,No
R000368,Julius,Rockwell,1805-04-26,MA,Whig,1843-12-04,1845-03-03,No
R000368,Julius,Rockwell,1805-04-26,MA,Whig,1845-12-01,1847-03-03,No
R000368,Julius,Rockwell,1805-04-26,MA,Whig,1847-12-06,1849-03-03,No
R000368,Julius,Rockwell,1805-04-26,MA,Whig,1849-12-03,1851-03-03,No
R000368,Julius,Rockwell,1805-04-26,MA,Whig,1854-01-01,1855-12-31,No
A000063,William,Aiken,1806-01-28,SC,Democrat,1851-12-01,1853-03-03,No
A000063,William,Aiken,1806-01-28,SC,Democrat,1853-12-05,1855-03-03,No
A000063,William,Aiken,1806-01-28,SC,Democrat,1855-12-03,1857-03-03,No
A000070,Thomas,Akers,1828-10-04,MO,American,1855-12-03,1857-03-03,No
A000078,Charles,Albright,1816-05-09,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
A000158,John,Allison,1812-08-05,PA,Whig,1851-12-01,1853-03-03,No
A000158,John,Allison,1812-08-05,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
A000192,James,Anderson,1822-02-16,WA,Democrat,1855-12-03,1857-03-03,No
B000098,Edward,Ball,1811-11-06,OH,Whig,1853-12-05,1855-03-03,No
B000098,Edward,Ball,1811-11-06,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
B000130,Lucien,Barbour,1811-03-04,IN,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
B000136,David,Barclay,,PA,Democrat,1855-12-03,1857-03-03,No
B000259,Thomas,Bayly,1810-12-11,VA,Democrat,1843-12-04,1845-03-03,No
B000259,Thomas,Bayly,1810-12-11,VA,Democrat,1845-12-01,1847-03-03,No
B000259,Thomas,Bayly,1810-12-11,VA,Democrat,1847-12-06,1849-03-03,No
B000259,Thomas,Bayly,1810-12-11,VA,Democrat,1849-12-03,1851-03-03,No
B000259,Thomas,Bayly,1810-12-11,VA,Democrat,1851-12-01,1853-03-03,No
B000259,Thomas,Bayly,1810-12-11,VA,Democrat,1853-12-05,1855-03-03,No
B000259,Thomas,Bayly,1810-12-11,VA,Democrat,1855-12-03,1857-03-03,No
B000337,James,Bell,1804-11-13,NH,Republican,1855-12-03,1857-12-31,No
B000344,Peter,Bell,1812-05-12,TX,Democrat,1853-12-05,1855-03-03,No
B000344,Peter,Bell,1812-05-12,TX,Democrat,1855-12-03,1857-03-03,No
B000375,Hendley,Bennett,1807-04-07,MS,Democrat,1855-12-03,1857-03-03,No
B000390,Samuel,Benson,1804-11-28,ME,Whig,1853-12-05,1855-03-03,No
B000390,Samuel,Benson,1804-11-28,ME,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
B000456,Asa,Biggs,1811-02-04,NC,Democrat,1845-12-01,1847-03-03,No
B000456,Asa,Biggs,1811-02-04,NC,Democrat,1855-12-03,1859-03-03,No
B000487,James,Bishop,1816-05-11,NJ,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
B000751,Samuel,Bradshaw,1809-06-10,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
B000887,Jacob,Broom,1808-07-25,PA,American,1855-12-03,1857-03-03,No
B001173,Andrew,Butler,1796-11-18,SC,Democrat,1846-01-01,1849-03-03,No
B001173,Andrew,Butler,1796-11-18,SC,Democrat,1849-12-03,1855-03-03,No
B001173,Andrew,Butler,1796-11-18,SC,Democrat,1855-12-03,1857-12-31,No
C000011,John,Cadwalader,1805-04-01,PA,Democrat,1855-12-03,1857-03-03,No
C000094,John,Campbell,1820-12-08,KY,American,1855-12-03,1857-03-03,No
C000309,Bird,Chapman,1821-08-24,NE,Democrat,1855-12-03,1857-03-03,No
C000353,Thomas,Child,1818-03-22,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
C000457,Bayard,Clarke,1815-03-17,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
C000548,Howell,Cobb,1815-09-07,GA,Democrat,1843-12-04,1845-03-03,No
C000548,Howell,Cobb,1815-09-07,GA,Democrat,1845-12-01,1847-03-03,No
C000548,Howell,Cobb,1815-09-07,GA,Democrat,1847-12-06,1849-03-03,No
C000548,Howell,Cobb,1815-09-07,GA,Democrat,1849-12-03,1851-03-03,No
C000548,Howell,Cobb,1815-09-07,GA,Democrat,1855-12-03,1857-03-03,No
C000837,Leander,Cox,1812-05-07,KY,Whig,1853-12-05,1855-03-03,No
C000837,Leander,Cox,1812-05-07,KY,American,1855-12-03,1857-03-03,No
C000969,Elisha,Cullen,1799-04-23,DE,American,1855-12-03,1857-03-03,No
C000980,William,Cumback,1829-03-24,NY,Democrat,1853-12-05,1855-03-03,No
C000980,William,Cumback,1829-03-24,IN,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
D000107,Jacob,Davis,1820-09-16,IL,Democrat,1855-12-03,1857-03-03,No
D000161,Timothy,Day,1819-01-08,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
D000282,Alexander,De Witt,1798-04-02,MA,Free Soil,1853-12-05,1855-03-03,No
D000282,Alexander,De Witt,1798-04-02,MA,American,1855-12-03,1857-03-03,No
D000261,James,Denver,1817-10-23,CA,Democrat,1855-12-03,1857-03-03,No
D000332,Samuel,Dickson,1807-03-29,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
D000546,George,Dunn,1812-12-20,IN,Whig,1847-12-06,1849-03-03,No
D000546,George,Dunn,1812-12-20,IN,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
D000573,Charles,Durkee,1805-12-10,WI,Free Soil,1849-12-03,1851-03-03,No
D000573,Charles,Durkee,1805-12-10,WI,Free Soil,1851-12-01,1853-03-03,No
D000573,Charles,Durkee,1805-12-10,WI,Republican,1855-12-03,1861-03-03,No
E000069,Francis,Edwards,1817-05-28,NY,American,1855-12-03,1857-03-03,No
E000177,Jonas,Emrie,1812-04-25,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
E000251,Lemuel,Evans,1810-01-08,TX,American,1855-12-03,1857-03-03,No
F000174,Benjamin,Fitzpatrick,1802-06-30,AL,Democrat,1848-01-01,1849-12-31,No
F000174,Benjamin,Fitzpatrick,1802-06-30,AL,Democrat,1853-12-05,1855-03-03,No
F000174,Benjamin,Fitzpatrick,1802-06-30,AL,Democrat,1855-12-03,1861-03-03,No
F000181,Thomas,Flagler,1811-10-12,NY,Whig,1853-12-05,1855-03-03,No
F000181,Thomas,Flagler,1811-10-12,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
F000311,Nathaniel,Foster,1809-08-25,GA,American,1855-12-03,1857-03-03,No
F000410,Henry,Fuller,1820-01-03,PA,Whig,1851-12-01,1853-03-03,No
F000410,Henry,Fuller,1820-01-03,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
F000412,Thomas,Fuller,1808-03-17,ME,Democrat,1849-12-03,1851-03-03,No
F000412,Thomas,Fuller,1808-03-17,ME,Democrat,1851-12-01,1853-03-03,No
F000412,Thomas,Fuller,1808-03-17,ME,Democrat,1853-12-05,1855-03-03,No
F000412,Thomas,Fuller,1808-03-17,ME,Democrat,1855-12-03,1857-03-03,No
G000027,Samuel,Galloway,1811-03-20,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
G000179,William,Gilbert,1815-01-25,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
H000043,Augustus,Hall,1814-04-29,IA,Democrat,1855-12-03,1857-03-03,No
H000252,Sampson,Harris,1809-02-23,AL,Democrat,1847-12-06,1849-03-03,No
H000252,Sampson,Harris,1809-02-23,AL,Democrat,1849-12-03,1851-03-03,No
H000252,Sampson,Harris,1809-02-23,AL,Democrat,1851-12-01,1853-03-03,No
H000252,Sampson,Harris,1809-02-23,AL,Democrat,1853-12-05,1855-03-03,No
H000252,Sampson,Harris,1809-02-23,AL,Democrat,1855-12-03,1857-03-03,No
H000272,John,Harrison,1804-10-04,OH,Whig,1853-12-05,1855-03-03,No
H000272,John,Harrison,1804-10-04,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
H000355,Solomon,Haven,1810-11-27,NY,Whig,1851-12-01,1853-03-03,No
H000355,Solomon,Haven,1810-11-27,NY,Whig,1853-12-05,1855-03-03,No
H000355,Solomon,Haven,1810-11-27,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
H000526,Philemon,Herbert,1825-11-01,CA,Democrat,1855-12-03,1857-03-03,No
H000673,George,Hodges,1789-07-04,VT,Republican,1855-12-03,1857-03-03,No
H000686,Henry,Hoffman,1825-11-10,MD,American,1855-12-03,1857-03-03,No
H000730,David,Holloway,1809-12-07,IN,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
H000799,Thomas,Horton,,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
H000931,Jonas,Hughston,Not Found,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
I000049,Alfred,Iverson,1798-12-03,GA,Democrat,1847-12-06,1849-03-03,No
I000049,Alfred,Iverson,1798-12-03,GA,Democrat,1855-12-03,1861-03-03,No
J000172,Robert,Johnson,1814-07-22,AR,Democrat,1847-12-06,1849-03-03,No
J000172,Robert,Johnson,1814-07-22,AR,Democrat,1849-12-03,1851-03-03,No
J000172,Robert,Johnson,1814-07-22,AR,Democrat,1851-12-01,1853-03-03,No
J000172,Robert,Johnson,1814-07-22,AR,Democrat,1853-12-05,1855-03-03,No
J000172,Robert,Johnson,1814-07-22,AR,Democrat,1855-12-03,1861-03-03,No
K000119,Luther,Kennett,1807-03-15,MO,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
K000165,Zedekiah,Kidwell,1814-01-04,VA,Democrat,1853-12-05,1855-03-03,No
K000165,Zedekiah,Kidwell,1814-01-04,VA,Democrat,1855-12-03,1857-03-03,No
K000213,Rufus,King,1820-01-20,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
K000285,Jonathan,Knight,1787-11-22,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
K000294,Ebenezer,Knowlton,1815-12-06,ME,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
K000295,James,Knox,1807-07-04,IL,Whig,1853-12-05,1855-03-03,No
K000295,James,Knox,1807-07-04,IL,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
L000026,William,Lake,1808-01-06,MS,American,1855-12-03,1857-03-03,No
L000322,James,Lindley,1822-01-01,MO,Whig,1853-12-05,1855-03-03,No
L000322,James,Lindley,1822-01-01,MO,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
L000511,John,Lumpkin,1812-06-13,GA,Democrat,1843-12-04,1845-03-03,No
L000511,John,Lumpkin,1812-06-13,GA,Democrat,1845-12-01,1847-03-03,No
L000511,John,Lumpkin,1812-06-13,GA,Democrat,1847-12-06,1849-03-03,No
L000511,John,Lumpkin,1812-06-13,GA,Democrat,1855-12-03,1857-03-03,No
M000008,Daniel,Mace,1811-09-05,IN,Democrat,1851-12-01,1853-03-03,No
M000008,Daniel,Mace,1811-09-05,IN,Democrat,1853-12-05,1855-03-03,No
M000008,Daniel,Mace,1811-09-05,IN,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
M000149,Alexander,Marshall,1808-02-11,KY,American,1855-12-03,1857-03-03,No
M000266,Augustus,Maxwell,1820-09-21,FL,Democrat,1853-12-05,1855-03-03,No
M000266,Augustus,Maxwell,1820-09-21,FL,Democrat,1855-12-03,1857-03-03,No
M000319,Andrew,McCarty,1808-07-14,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
M000578,Fayette,McMullen,1805-05-18,VA,Democrat,1849-12-03,1851-03-03,No
M000578,Fayette,McMullen,1805-05-18,VA,Democrat,1851-12-01,1853-03-03,No
M000578,Fayette,McMullen,1805-05-18,VA,Democrat,1853-12-05,1855-03-03,No
M000578,Fayette,McMullen,1805-05-18,VA,Democrat,1855-12-03,1857-03-03,No
M000613,James,Meacham,1810-08-16,VT,Whig,1849-12-03,1851-03-03,No
M000613,James,Meacham,1810-08-16,VT,Whig,1851-12-01,1853-03-03,No
M000613,James,Meacham,1810-08-16,VT,Whig,1853-12-05,1855-03-03,No
M000613,James,Meacham,1810-08-16,VT,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
M000741,John,Miller,1812-11-29,MO,Whig,1851-12-01,1853-03-03,No
M000741,John,Miller,1812-11-29,MO,Whig,1853-12-05,1855-03-03,No
M000741,John,Miller,1812-11-29,MO,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
M000744,Killian,Miller,1785-07-30,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
M000754,Smith,Miller,1804-05-30,IN,Democrat,1853-12-05,1855-03-03,No
M000754,Smith,Miller,1804-05-30,IN,Democrat,1855-12-03,1857-03-03,No
M000911,Oscar,Moore,1817-01-27,OH,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
O000070,Andrew,Oliver,1815-01-16,NY,Democrat,1853-12-05,1855-03-03,No
O000070,Andrew,Oliver,1815-01-16,NY,Democrat,1855-12-03,1857-03-03,No
O000075,Mordecai,Oliver,1819-10-22,MO,Whig,1853-12-05,1855-03-03,No
O000075,Mordecai,Oliver,1819-10-22,MO,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
P000006,Asa,Packer,1805-12-29,PA,Democrat,1853-12-05,1855-03-03,No
P000006,Asa,Packer,1805-12-29,PA,Democrat,1855-12-03,1857-03-03,No
P000030,Robert,Paine,1812-02-18,NC,American,1855-12-03,1857-03-03,No
P000162,John,Pearce,1826-02-28,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
P000176,George,Peck,1818-06-04,MI,Democrat,1855-12-03,1857-03-03,No
P000198,Guy,Pelton,1824-08-03,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
P000213,Alexander,Pennington,1810-07-02,NJ,Whig,1853-12-05,1855-03-03,No
P000213,Alexander,Pennington,1810-07-02,NJ,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
P000440,Gilchrist,Porter,1817-11-01,MO,Whig,1851-12-01,1853-03-03,No
P000440,Gilchrist,Porter,1817-11-01,MO,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
P000543,Benjamin,Pringle,1807-11-09,NY,Whig,1853-12-05,1855-03-03,No
P000543,Benjamin,Pringle,1807-11-09,NY,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
P000560,George,Pugh,1822-11-28,OH,Democrat,1855-12-03,1861-03-03,No
P000578,Richard,Puryear,1801-02-09,NC,Whig,1853-12-05,1855-03-03,No
P000578,Richard,Puryear,1801-02-09,NC,American,1855-12-03,1857-03-03,No
R000095,Edwin,Reade,1812-11-13,NC,American,1855-12-03,1857-03-03,No
R000283,Thomas,Rivers,1819-09-18,TN,American,1855-12-03,1857-03-03,No
R000356,David,Robison,1816-05-28,PA,Ind. Republican-Democrat,1855-12-03,1857-03-03,No
S000002,Alvah,Sabin,1793-10-23,VT,Whig,1853-12-05,1855-03-03,No
