bioguide,firstname,lastname,birthday,state,party,start_date,end_date
C000714,John,Conyers,1929-05-16,MI,Democrat,1983-01-03,1984-10-12,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,1985-01-03,1986-10-18,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,1987-01-06,1988-10-22,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,1989-01-03,1990-10-28,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,1991-01-03,1992-10-09,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,1993-01-05,1994-12-01,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,1995-01-04,1996-10-04,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,1997-01-07,1998-12-19,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,1999-01-06,2000-12-15,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,2001-01-03,2002-11-22,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,2003-01-07,2004-12-09,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,2005-01-04,2006-12-09,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,2007-01-04,2009-01-03,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,2009-01-06,2010-12-22,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,2011-01-05,2013-01-03,Yes
C000714,John,Conyers,1929-05-16,MI,Democrat,2013-01-03,2015-01-03,Yes
C000754,Jim,Cooper,1954-06-19,TN,Democrat,1983-01-03,1984-10-12,No
C000754,Jim,Cooper,1954-06-19,TN,Democrat,1985-01-03,1986-10-18,Yes
C000754,Jim,Cooper,1954-06-19,TN,Democrat,1987-01-06,1988-10-22,Yes
C000754,Jim,Cooper,1954-06-19,TN,Democrat,1989-01-03,1990-10-28,Yes
C000754,Jim,Cooper,1954-06-19,TN,Democrat,1991-01-03,1992-10-09,Yes
C000754,Jim,Cooper,1954-06-19,TN,Democrat,1993-01-05,1994-12-01,Yes
C000754,Jim,Cooper,1954-06-19,TN,Democrat,2003-01-07,2004-12-09,No
C000754,Jim,Cooper,1954-06-19,TN,Democrat,2005-01-04,2006-12-09,Yes
C000754,Jim,Cooper,1954-06-19,TN,Democrat,2007-01-04,2009-01-03,Yes
C000754,Jim,Cooper,1954-06-19,TN,Democrat,2009-01-06,2010-12-22,Yes
C000754,Jim,Cooper,1954-06-19,TN,Democrat,2011-01-05,2013-01-03,Yes
C000754,Jim,Cooper,1954-06-19,TN,Democrat,2013-01-03,2015-01-03,Yes
C001059,Jim,Costa,1952-04-13,CA,Democrat,2005-01-04,2006-12-09,No
C001059,Jim,Costa,1952-04-13,CA,Democrat,2007-01-04,2009-01-03,Yes
C001059,Jim,Costa,1952-04-13,CA,Democrat,2009-01-06,2010-12-22,Yes
C001059,Jim,Costa,1952-04-13,CA,Democrat,2011-01-05,2013-01-03,Yes
C001059,Jim,Costa,1952-04-13,CA,Democrat,2013-01-03,2015-01-03,Yes
C001069,Joe,Courtney,1953-04-06,CT,Democrat,2007-01-04,2009-01-03,No
C001069,Joe,Courtney,1953-04-06,CT,Democrat,2009-01-06,2010-12-22,Yes
C001069,Joe,Courtney,1953-04-06,CT,Democrat,2011-01-05,2013-01-03,Yes
C001069,Joe,Courtney,1953-04-06,CT,Democrat,2013-01-03,2015-01-03,Yes
C000880,Michael,Crapo,1951-05-20,ID,Republican,1993-01-05,1994-12-01,No
C000880,Michael,Crapo,1951-05-20,ID,Republican,1995-01-04,1996-10-04,Yes
C000880,Michael,Crapo,1951-05-20,ID,Republican,1997-01-07,1998-12-19,Yes
C000880,Michael,Crapo,1951-05-20,ID,Republican,1999-01-06,2004-12-09,Yes
C000880,Michael,Crapo,1951-05-20,ID,Republican,2005-01-04,2010-12-22,Yes
C000880,Michael,Crapo,1951-05-20,ID,Republican,2011-01-05,2017-01-03,Yes
C001087,Eric,Crawford,1966-01-22,AR,Republican,2011-01-05,2013-01-03,No
C001087,Eric,Crawford,1966-01-22,AR,Republican,2013-01-03,2015-01-03,Yes
C001045,Ander,Crenshaw,1944-09-01,FL,Independent,2001-01-03,2002-11-22,No
C001045,Ander,Crenshaw,1944-09-01,FL,Republican,2003-01-07,2004-12-09,Yes
C001045,Ander,Crenshaw,1944-09-01,FL,Republican,2005-01-04,2006-12-09,Yes
C001045,Ander,Crenshaw,1944-09-01,FL,Republican,2007-01-04,2009-01-03,Yes
C001045,Ander,Crenshaw,1944-09-01,FL,Republican,2009-01-06,2010-12-22,Yes
C001045,Ander,Crenshaw,1944-09-01,FL,Republican,2011-01-05,2013-01-03,Yes
C001045,Ander,Crenshaw,1944-09-01,FL,Republican,2013-01-03,2015-01-03,Yes
C001038,Joseph,Crowley,1962-03-16,NY,Democrat,1999-01-06,2000-12-15,No
C001038,Joseph,Crowley,1962-03-16,NY,Democrat,2001-01-03,2002-11-22,Yes
C001038,Joseph,Crowley,1962-03-16,NY,Democrat,2003-01-07,2004-12-09,Yes
C001038,Joseph,Crowley,1962-03-16,NY,Democrat,2005-01-04,2006-12-09,Yes
C001038,Joseph,Crowley,1962-03-16,NY,Democrat,2007-01-04,2009-01-03,Yes
C001038,Joseph,Crowley,1962-03-16,NY,Democrat,2009-01-06,2010-12-22,Yes
C001038,Joseph,Crowley,1962-03-16,NY,Democrat,2011-01-05,2013-01-03,Yes
C001038,Joseph,Crowley,1962-03-16,NY,Democrat,2013-01-03,2015-01-03,Yes
C001063,Henry,Cuellar,1955-09-19,TX,Democrat,2005-01-04,2006-12-09,No
C001063,Henry,Cuellar,1955-09-19,TX,Democrat,2007-01-04,2009-01-03,Yes
C001063,Henry,Cuellar,1955-09-19,TX,Democrat,2009-01-06,2010-12-22,Yes
C001063,Henry,Cuellar,1955-09-19,TX,Democrat,2011-01-05,2013-01-03,Yes
C001063,Henry,Cuellar,1955-09-19,TX,Democrat,2013-01-03,2015-01-03,Yes
C001048,John,Culberson,1956-08-24,TX,Republican,2001-01-03,2002-11-22,No
C001048,John,Culberson,1956-08-24,TX,Republican,2003-01-07,2004-12-09,Yes
C001048,John,Culberson,1956-08-24,TX,Republican,2005-01-04,2006-12-09,Yes
C001048,John,Culberson,1956-08-24,TX,Republican,2007-01-04,2009-01-03,Yes
C001048,John,Culberson,1956-08-24,TX,Republican,2009-01-06,2010-12-22,Yes
C001048,John,Culberson,1956-08-24,TX,Republican,2011-01-05,2013-01-03,Yes
C001048,John,Culberson,1956-08-24,TX,Republican,2013-01-03,2015-01-03,Yes
C000984,Elijah,Cummings,1951-01-18,MD,Democrat,1995-01-04,1996-10-04,No
C000984,Elijah,Cummings,1951-01-18,MD,Democrat,1997-01-07,1998-12-19,Yes
C000984,Elijah,Cummings,1951-01-18,MD,Democrat,1999-01-06,2000-12-15,Yes
C000984,Elijah,Cummings,1951-01-18,MD,Democrat,2001-01-03,2002-11-22,Yes
C000984,Elijah,Cummings,1951-01-18,MD,Democrat,2003-01-07,2004-12-09,Yes
C000984,Elijah,Cummings,1951-01-18,MD,Democrat,2005-01-04,2006-12-09,Yes
C000984,Elijah,Cummings,1951-01-18,MD,Democrat,2007-01-04,2009-01-03,Yes
C000984,Elijah,Cummings,1951-01-18,MD,Democrat,2009-01-06,2010-12-22,Yes
C000984,Elijah,Cummings,1951-01-18,MD,Democrat,2011-01-05,2013-01-03,Yes
C000984,Elijah,Cummings,1951-01-18,MD,Democrat,2013-01-03,2015-01-03,Yes
D000096,Danny,Davis,1941-09-06,IL,Democrat,1997-01-07,1998-12-19,No
D000096,Danny,Davis,1941-09-06,IL,Democrat,1999-01-06,2000-12-15,Yes
D000096,Danny,Davis,1941-09-06,IL,Democrat,2001-01-03,2002-11-22,Yes
D000096,Danny,Davis,1941-09-06,IL,Democrat,2003-01-07,2004-12-09,Yes
D000096,Danny,Davis,1941-09-06,IL,Democrat,2005-01-04,2006-12-09,Yes
D000096,Danny,Davis,1941-09-06,IL,Democrat,2007-01-04,2009-01-03,Yes
D000096,Danny,Davis,1941-09-06,IL,Democrat,2009-01-06,2010-12-22,Yes
D000096,Danny,Davis,1941-09-06,IL,Democrat,2011-01-05,2013-01-03,Yes
D000096,Danny,Davis,1941-09-06,IL,Democrat,2013-01-03,2015-01-03,Yes
D000598,Susan,Davis,1944-04-13,CA,Democrat,2001-01-03,2002-11-22,No
D000598,Susan,Davis,1944-04-13,CA,Democrat,2003-01-07,2004-12-09,Yes
D000598,Susan,Davis,1944-04-13,CA,Democrat,2005-01-04,2006-12-09,Yes
D000598,Susan,Davis,1944-04-13,CA,Democrat,2007-01-04,2009-01-03,Yes
D000598,Susan,Davis,1944-04-13,CA,Democrat,2009-01-06,2010-12-22,Yes
D000598,Susan,Davis,1944-04-13,CA,Democrat,2011-01-05,2013-01-03,Yes
D000598,Susan,Davis,1944-04-13,CA,Democrat,2013-01-03,2015-01-03,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,1987-01-06,1988-10-22,No
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,1989-01-03,1990-10-28,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,1991-01-03,1992-10-09,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,1993-01-05,1994-12-01,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,1995-01-04,1996-10-04,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,1997-01-07,1998-12-19,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,1999-01-06,2000-12-15,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,2001-01-03,2002-11-22,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,2003-01-07,2004-12-09,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,2005-01-04,2006-12-09,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,2007-01-04,2009-01-03,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,2009-01-06,2010-12-22,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,2011-01-05,2013-01-03,Yes
D000191,Peter,DeFazio,1947-05-27,OR,Democrat,2013-01-03,2015-01-03,Yes
D000197,Diana,DeGette,1957-07-29,CO,Democrat,1997-01-07,1998-12-19,No
D000197,Diana,DeGette,1957-07-29,CO,Democrat,1999-01-06,2000-12-15,Yes
D000197,Diana,DeGette,1957-07-29,CO,Democrat,2001-01-03,2002-11-22,Yes
D000197,Diana,DeGette,1957-07-29,CO,Democrat,2003-01-07,2004-12-09,Yes
D000197,Diana,DeGette,1957-07-29,CO,Democrat,2005-01-04,2006-12-09,Yes
D000197,Diana,DeGette,1957-07-29,CO,Democrat,2007-01-04,2009-01-03,Yes
D000197,Diana,DeGette,1957-07-29,CO,Democrat,2009-01-06,2010-12-22,Yes
D000197,Diana,DeGette,1957-07-29,CO,Democrat,2011-01-05,2013-01-03,Yes
D000197,Diana,DeGette,1957-07-29,CO,Democrat,2013-01-03,2015-01-03,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,1991-01-03,1992-10-09,No
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,1993-01-05,1994-12-01,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,1995-01-04,1996-10-04,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,1997-01-07,1998-12-19,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,1999-01-06,2000-12-15,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,2001-01-03,2002-11-22,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,2003-01-07,2004-12-09,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,2005-01-04,2006-12-09,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,2007-01-04,2009-01-03,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,2009-01-06,2010-12-22,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,2011-01-05,2013-01-03,Yes
D000216,Rosa,DeLauro,1943-03-02,CT,Democrat,2013-01-03,2015-01-03,Yes
D000612,Jeff,Denham,1967-07-29,CA,Republican,2011-01-05,2013-01-03,No
D000612,Jeff,Denham,1967-07-29,CA,Republican,2013-01-03,2015-01-03,Yes
D000604,Charles,Dent,1960-05-24,PA,Republican,2005-01-04,2006-12-09,No
D000604,Charles,Dent,1960-05-24,PA,Republican,2007-01-04,2009-01-03,Yes
D000604,Charles,Dent,1960-05-24,PA,Republican,2009-01-06,2010-12-22,Yes
D000604,Charles,Dent,1960-05-24,PA,Republican,2011-01-05,2013-01-03,Yes
D000604,Charles,Dent,1960-05-24,PA,Republican,2013-01-03,2015-01-03,Yes
D000616,Scott,DesJarlais,1964-02-21,TN,Republican,2011-01-05,2013-01-03,No
D000616,Scott,DesJarlais,1964-02-21,TN,Republican,2013-01-03,2015-01-03,Yes
D000610,Theodore,Deutch,1966-05-07,FL,Democrat,2010-04-15,2010-12-22,No
D000610,Theodore,Deutch,1966-05-07,FL,Democrat,2011-01-05,2013-01-03,Yes
D000610,Theodore,Deutch,1966-05-07,FL,Democrat,2013-01-03,2015-01-03,Yes
D000600,Mario,Diaz-Balart,1961-09-25,FL,Republican,2003-01-07,2004-12-09,No
D000600,Mario,Diaz-Balart,1961-09-25,FL,Republican,2005-01-04,2006-12-09,Yes
D000600,Mario,Diaz-Balart,1961-09-25,FL,Republican,2007-01-04,2009-01-03,Yes
D000600,Mario,Diaz-Balart,1961-09-25,FL,Republican,2009-01-06,2010-12-22,Yes
D000600,Mario,Diaz-Balart,1961-09-25,FL,Republican,2011-01-05,2013-01-03,Yes
D000600,Mario,Diaz-Balart,1961-09-25,FL,Republican,2013-01-03,2015-01-03,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1955-01-05,1956-07-27,No
D000355,John,Dingell,1926-07-08,MI,Democrat,1957-01-03,1958-08-24,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1959-01-07,1960-09-01,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1961-01-03,1962-10-13,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1963-01-09,1964-10-03,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1965-01-04,1966-10-22,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1967-01-10,1968-10-14,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1969-01-03,1971-01-02,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1971-01-21,1972-10-18,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1973-01-03,1974-12-20,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1975-01-14,1976-10-01,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1977-01-04,1978-10-15,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1979-01-15,1980-12-16,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1981-01-05,1982-12-23,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1983-01-03,1984-10-12,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1985-01-03,1986-10-18,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1987-01-06,1988-10-22,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1989-01-03,1990-10-28,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1991-01-03,1992-10-09,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1993-01-05,1994-12-01,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1995-01-04,1996-10-04,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1997-01-07,1998-12-19,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,1999-01-06,2000-12-15,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,2001-01-03,2002-11-22,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,2003-01-07,2004-12-09,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,2005-01-04,2006-12-09,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,2007-01-04,2009-01-03,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,2009-01-06,2010-12-22,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,2011-01-05,2013-01-03,Yes
D000355,John,Dingell,1926-07-08,MI,Democrat,2013-01-03,2015-01-03,Yes
D000399,Lloyd,Doggett,1946-10-06,TX,Democrat,1995-01-04,1996-10-04,No
D000399,Lloyd,Doggett,1946-10-06,TX,Democrat,1997-01-07,1998-12-19,Yes
D000399,Lloyd,Doggett,1946-10-06,TX,Democrat,1999-01-06,2000-12-15,Yes
D000399,Lloyd,Doggett,1946-10-06,TX,Democrat,2001-01-03,2002-11-22,Yes
D000399,Lloyd,Doggett,1946-10-06,TX,Democrat,2003-01-07,2004-12-09,Yes
D000399,Lloyd,Doggett,1946-10-06,TX,Democrat,2005-01-04,2006-12-09,Yes
D000399,Lloyd,Doggett,1946-10-06,TX,Democrat,2007-01-04,2009-01-03,Yes
D000399,Lloyd,Doggett,1946-10-06,TX,Democrat,2009-01-06,2010-12-22,Yes
D000399,Lloyd,Doggett,1946-10-06,TX,Democrat,2011-01-05,2013-01-03,Yes
D000399,Lloyd,Doggett,1946-10-06,TX,Democrat,2013-01-03,2015-01-03,Yes
D000607,Joe,Donnelly,1955-09-28,IN,Democrat,2007-01-04,2009-01-03,No
D000607,Joe,Donnelly,1955-09-28,IN,Democrat,2009-01-06,2010-12-22,Yes
D000607,Joe,Donnelly,1955-09-28,IN,Democrat,2011-01-05,2013-01-03,Yes
D000607,Joe,Donnelly,1955-09-28,IN,Democrat,2013-01-03,2019-01-03,Yes
D000482,Michael,Doyle,1953-08-05,PA,Democrat,1995-01-04,1996-10-04,No
D000482,Michael,Doyle,1953-08-05,PA,Democrat,1997-01-07,1998-12-19,Yes
D000482,Michael,Doyle,1953-08-05,PA,Democrat,1999-01-06,2000-12-15,Yes
D000482,Michael,Doyle,1953-08-05,PA,Democrat,2001-01-03,2002-11-22,Yes
D000482,Michael,Doyle,1953-08-05,PA,Democrat,2003-01-07,2004-12-09,Yes
D000482,Michael,Doyle,1953-08-05,PA,Democrat,2005-01-04,2006-12-09,Yes
D000482,Michael,Doyle,1953-08-05,PA,Democrat,2007-01-04,2009-01-03,Yes
D000482,Michael,Doyle,1953-08-05,PA,Democrat,2009-01-06,2010-12-22,Yes
D000482,Michael,Doyle,1953-08-05,PA,Democrat,2011-01-05,2013-01-03,Yes
D000482,Michael,Doyle,1953-08-05,PA,Democrat,2013-01-03,2015-01-03,Yes
D000614,Sean,Duffy,1971-10-03,WI,Republican,2011-01-05,2013-01-03,No
D000614,Sean,Duffy,1971-10-03,WI,Republican,2013-01-03,2015-01-03,Yes
D000615,Jeff,Duncan,1966-01-07,SC,Republican,2011-01-05,2013-01-03,No
D000615,Jeff,Duncan,1966-01-07,SC,Republican,2013-01-03,2015-01-03,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,1988-11-08,1989-01-03,No
D000533,John,Duncan,1947-07-21,TN,Republican,1989-01-03,1990-10-28,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,1991-01-03,1992-10-09,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,1993-01-05,1994-12-01,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,1995-01-04,1996-10-04,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,1997-01-07,1998-12-19,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,1999-01-06,2000-12-15,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,2001-01-03,2002-11-22,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,2003-01-07,2004-12-09,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,2005-01-04,2006-12-09,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,2007-01-04,2009-01-03,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,2009-01-06,2010-12-22,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,2011-01-05,2013-01-03,Yes
D000533,John,Duncan,1947-07-21,TN,Republican,2013-01-03,2015-01-03,Yes
E000290,Donna,Edwards,1958-06-28,MD,Democrat,2008-06-19,2009-01-03,No
E000290,Donna,Edwards,1958-06-28,MD,Democrat,2009-01-06,2010-12-22,Yes
E000290,Donna,Edwards,1958-06-28,MD,Democrat,2011-01-05,2013-01-03,Yes
E000290,Donna,Edwards,1958-06-28,MD,Democrat,2013-01-03,2015-01-03,Yes
E000288,Keith,Ellison,1963-08-04,MN,Democrat,2007-01-04,2009-01-03,No
E000288,Keith,Ellison,1963-08-04,MN,Democrat,2009-01-06,2010-12-22,Yes
E000288,Keith,Ellison,1963-08-04,MN,Democrat,2011-01-05,2013-01-03,Yes
E000288,Keith,Ellison,1963-08-04,MN,Democrat,2013-01-03,2015-01-03,Yes
E000291,Renee,Ellmers,1964-02-09,NC,Republican,2011-01-05,2013-01-03,No
E000291,Renee,Ellmers,1964-02-09,NC,Republican,2013-01-03,2015-01-03,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,1989-01-03,1990-10-28,No
E000179,Eliot,Engel,1947-02-18,NY,Democrat,1991-01-03,1992-10-09,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,1993-01-05,1994-12-01,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,1995-01-04,1996-10-04,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,1997-01-07,1998-12-19,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,1999-01-06,2000-12-15,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,2001-01-03,2002-11-22,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,2003-01-07,2004-12-09,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,2005-01-04,2006-12-09,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,2007-01-04,2009-01-03,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,2009-01-06,2010-12-22,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,2011-01-05,2013-01-03,Yes
E000179,Eliot,Engel,1947-02-18,NY,Democrat,2013-01-03,2015-01-03,Yes
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,1993-01-05,1994-12-01,No
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,1995-01-04,1996-10-04,Yes
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,1997-01-07,1998-12-19,Yes
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,1999-01-06,2000-12-15,Yes
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,2001-01-03,2002-11-22,Yes
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,2003-01-07,2004-12-09,Yes
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,2005-01-04,2006-12-09,Yes
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,2007-01-04,2009-01-03,Yes
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,2009-01-06,2010-12-22,Yes
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,2011-01-05,2013-01-03,Yes
E000215,Anna,Eshoo,1942-12-13,CA,Democrat,2013-01-03,2015-01-03,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,1989-01-03,1990-10-28,No
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,1991-01-03,1992-10-09,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,1993-01-05,1994-12-01,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,1995-01-04,1996-10-04,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,1997-01-07,1998-12-19,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,1999-01-06,2000-12-15,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,2001-01-03,2002-11-22,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,2003-01-07,2004-12-09,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,2005-01-04,2006-12-09,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,2007-01-04,2009-01-03,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,2009-01-06,2010-12-22,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,2011-01-05,2013-01-03,Yes
F000010,Eni,Faleomavaega,1943-08-15,AS,Democrat,2013-01-03,2015-01-03,Yes
F000460,Blake,Farenthold,1961-12-12,TX,Republican,2011-01-05,2013-01-03,No
F000460,Blake,Farenthold,1961-12-12,TX,Republican,2013-01-03,2015-01-03,Yes
F000030,Sam,Farr,1941-07-04,CA,Democrat,1993-01-05,1994-12-01,No
F000030,Sam,Farr,1941-07-04,CA,Democrat,1995-01-04,1996-10-04,Yes
F000030,Sam,Farr,1941-07-04,CA,Democrat,1997-01-07,1998-12-19,Yes
F000030,Sam,Farr,1941-07-04,CA,Democrat,1999-01-06,2000-12-15,Yes
F000030,Sam,Farr,1941-07-04,CA,Democrat,2001-01-03,2002-11-22,Yes
F000030,Sam,Farr,1941-07-04,CA,Democrat,2003-01-07,2004-12-09,Yes
F000030,Sam,Farr,1941-07-04,CA,Democrat,2005-01-04,2006-12-09,Yes
F000030,Sam,Farr,1941-07-04,CA,Democrat,2007-01-04,2009-01-03,Yes
F000030,Sam,Farr,1941-07-04,CA,Democrat,2009-01-06,2010-12-22,Yes
F000030,Sam,Farr,1941-07-04,CA,Democrat,2011-01-05,2013-01-03,Yes
F000030,Sam,Farr,1941-07-04,CA,Democrat,2013-01-03,2015-01-03,Yes
F000043,Chaka,Fattah,1956-11-21,PA,Democrat,1995-01-04,1996-10-04,No
F000043,Chaka,Fattah,1956-11-21,PA,Democrat,1997-01-07,1998-12-19,Yes
F000043,Chaka,Fattah,1956-11-21,PA,Democrat,1999-01-06,2000-12-15,Yes
F000043,Chaka,Fattah,1956-11-21,PA,Democrat,2001-01-03,2002-11-22,Yes
F000043,Chaka,Fattah,1956-11-21,PA,Democrat,2003-01-07,2004-12-09,Yes
F000043,Chaka,Fattah,1956-11-21,PA,Democrat,2005-01-04,2006-12-09,Yes
F000043,Chaka,Fattah,1956-11-21,PA,Democrat,2007-01-04,2009-01-03,Yes
F000043,Chaka,Fattah,1956-11-21,PA,Democrat,2009-01-06,2010-12-22,Yes
F000043,Chaka,Fattah,1956-11-21,PA,Democrat,2011-01-05,2013-01-03,Yes
F000043,Chaka,Fattah,1956-11-21,PA,Democrat,2013-01-03,2015-01-03,Yes
F000458,Stephen,Fincher,1973-02-07,TN,Republican,2011-01-05,2013-01-03,No
F000458,Stephen,Fincher,1973-02-07,TN,Republican,2013-01-03,2015-01-03,Yes
F000451,Michael,Fitzpatrick,1963-06-28,PA,Republican,2005-01-04,2006-12-09,No
F000451,Michael,Fitzpatrick,1963-06-28,PA,Republican,2011-01-05,2013-01-03,No
F000451,Michael,Fitzpatrick,1963-06-28,PA,Republican,2013-01-03,2015-01-03,Yes
F000444,Jeff,Flake,1962-12-31,AZ,Republican,2001-01-03,2002-11-22,No
F000444,Jeff,Flake,1962-12-31,AZ,Republican,2003-01-07,2004-12-09,Yes
F000444,Jeff,Flake,1962-12-31,AZ,Republican,2005-01-04,2006-12-09,Yes
F000444,Jeff,Flake,1962-12-31,AZ,Republican,2007-01-04,2009-01-03,Yes
F000444,Jeff,Flake,1962-12-31,AZ,Republican,2009-01-06,2010-12-22,Yes
F000444,Jeff,Flake,1962-12-31,AZ,Republican,2011-01-05,2013-01-03,Yes
F000444,Jeff,Flake,1962-12-31,AZ,Republican,2013-01-03,2019-01-03,Yes
F000459,Charles,Fleischmann,1962-10-11,TN,Republican,2011-01-05,2013-01-03,No
